choice_set,event_id,event_type,outcomes,panelist_features,panelist_id,policy,product_display,product_features,product_id,schema_version,selected_product_ids,selection_id,t,traces
,cbc9d2aa74ca1040aaccac7c5866a8cc,evaluation,"{""bitterness"": 2, ""purchase_intent"": ""maybe"", ""rating"": 2}","{""abv_preference"": 0.5, ""adventurousness"": 0.8, ""age_group"": ""30-39"", ""beer_style_affinity"": {""ipa"": 0.6, ""lager"": 0.4, ""sour"": 0.7, ""stout"": 0.5, ""wheat"": 0.3}, ""bitterness_tolerance"": 0.7, ""gender"": ""nonbinary"", ""income_bracket"": ""60-100k"", ""price_sensitivity"": 0.4, ""region"": ""West"", ""sweetness_preference"": 0.3}",p0007,self_selection,"Introducing Golden Horizon Pilsner, a crisp and refreshing beer crafted for everyday enjoyment. This classic Pilsner boasts a light golden color and a clean, bright flavor profile. Expect subtle citrus notes from carefully selected hops, balanced by a gentle bitterness and a dry finish. With an ABV of 4.8% and 35 IBUs, it's easy-drinking and incredibly satisfying. Brewed with simple, quality ingredients and priced at $9 for a 6-pack, Golden Horizon Pilsner is the perfect choice for a sunny afternoon or a casual gathering.","{""abv"": 4.8, ""color_srm"": 3, ""flavor_profile"": {""acidity"": 0.3, ""aroma_intensity"": 0.6, ""bitterness"": 0.4, ""body"": 0.2, ""sweetness"": 0.1}, ""ibu"": 35, ""ingredients"": {""barrel_aged"": false, ""citrus_hops"": true, ""fruit_added"": false, ""lactose"": false, ""roasted_malt"": false}, ""price_usd_6pack"": 9, ""style"": ""Pilsner""}",prod_0001,0.1.0,,d33fa83ba542df2af18edf07788fc4ab,0,"{""rationale"": ""As a Pilsner drinker, I'm not opposed to the style, but this one doesn't sound particularly exciting. The description mentions 'subtle citrus notes' and 'gentle bitterness,' which doesn't align with my preference for bolder, more complex flavors, especially in hoppy beers. The low bitterness score (35 IBUs) confirms this. It seems like a decent, easy-drinking beer, but not something I'd actively seek out. The price is reasonable, which is a plus, so I might try it if it's readily available, but it's not a priority.""}"
,000691b3f18bc3afe081d720a524907a,evaluation,"{""bitterness"": 3, ""purchase_intent"": ""maybe"", ""rating"": 2}","{""abv_preference"": 0.5, ""adventurousness"": 0.8, ""age_group"": ""30-39"", ""beer_style_affinity"": {""ipa"": 0.6, ""lager"": 0.4, ""sour"": 0.7, ""stout"": 0.5, ""wheat"": 0.3}, ""bitterness_tolerance"": 0.7, ""gender"": ""nonbinary"", ""income_bracket"": ""60-100k"", ""price_sensitivity"": 0.4, ""region"": ""West"", ""sweetness_preference"": 0.3}",p0007,self_selection,"Introducing Midnight Bloom Stout, a rich and decadent dark beer perfect for savoring. This full-bodied Stout boasts a deep, dark color and an ABV of 7.5%. Expect a complex flavor profile with notes of roasted malt complemented by a subtle sweetness and creamy mouthfeel thanks to the addition of lactose. With a moderate bitterness and a pleasant aroma, Midnight Bloom offers a balanced and satisfying experience. It’s a robust choice for those who appreciate a full-flavored, indulgent beer. A six-pack is priced at $15.","{""abv"": 7.5, ""color_srm"": 32, ""flavor_profile"": {""acidity"": 0.1, ""aroma_intensity"": 0.7, ""bitterness"": 0.2, ""body"": 0.8, ""sweetness"": 0.6}, ""ibu"": 45, ""ingredients"": {""barrel_aged"": false, ""citrus_hops"": false, ""fruit_added"": false, ""lactose"": true, ""roasted_malt"": true}, ""price_usd_6pack"": 15, ""style"": ""Stout""}",prod_0002,0.1.0,,d33fa83ba542df2af18edf07788fc4ab,0,"{""rationale"": ""While I generally enjoy stouts, the description mentions 'subtle sweetness' and lactose, which are both things I tend to avoid. I appreciate a robust flavor, but I don't want it to be overly sweet. The bitterness level seems decent, but I'd probably try it before committing to a six-pack. The price is reasonable.""}"
,d3873fcef5a824aeef20f19c1c9d3841,evaluation,"{""bitterness"": 1, ""purchase_intent"": ""maybe"", ""rating"": 2}","{""abv_preference"": 0.5, ""adventurousness"": 0.8, ""age_group"": ""30-39"", ""beer_style_affinity"": {""ipa"": 0.6, ""lager"": 0.4, ""sour"": 0.7, ""stout"": 0.5, ""wheat"": 0.3}, ""bitterness_tolerance"": 0.7, ""gender"": ""nonbinary"", ""income_bracket"": ""60-100k"", ""price_sensitivity"": 0.4, ""region"": ""West"", ""sweetness_preference"": 0.3}",p0007,self_selection,"Introducing Crimson Orchard Sour, a refreshingly tart and vibrant beer. This Sour style ale boasts a beautiful ruby hue and a balanced flavor profile. Expect a crisp acidity complemented by subtle sweetness and a light body, making it incredibly easy to drink. We’ve added real fruit for a burst of natural flavor and aroma. With a moderate 5.2% ABV and just 10 IBUs, it's a perfect choice for those seeking a unique and approachable beer experience. A six-pack is priced at $18.","{""abv"": 5.2, ""color_srm"": 8, ""flavor_profile"": {""acidity"": 0.9, ""aroma_intensity"": 0.5, ""bitterness"": 0.1, ""body"": 0.3, ""sweetness"": 0.4}, ""ibu"": 10, ""ingredients"": {""barrel_aged"": false, ""citrus_hops"": false, ""fruit_added"": true, ""lactose"": false, ""roasted_malt"": false}, ""price_usd_6pack"": 18, ""style"": ""Sour""}",prod_0003,0.1.0,,d33fa83ba542df2af18edf07788fc4ab,0,"{""rationale"": ""While I love sours, the description mentions 'subtle sweetness' and a low IBU (10). That suggests it won't be the tart, hoppy experience I'm looking for. The ruby hue is appealing, and the 'approachable' description is nice, but I'm not convinced it will satisfy my preference for drier, more complex sours. I'm willing to try it, but it's not a high priority.""}"
"[""prod_0001"", ""prod_0002"", ""prod_0003"", ""prod_0004"", ""prod_0005""]",ee782fb85e4fc5e1bfb18aa6816faaa6,selection,,,p0008,self_selection,,,,0.1.0,"[""prod_0001"", ""prod_0005""]",,0,"{""executed_product_ids"": [""prod_0001"", ""prod_0005""], ""notes"": ""Golden Horizon Pilsner seems like a perfect fit for my lager preference. Emberglow Porter is a dark beer, but the description sounds promising and the price is reasonable.""}"
,ba36c0bfc05fbad3d1325d37a5be5ae5,evaluation,"{""bitterness"": 2, ""purchase_intent"": ""yes"", ""rating"": 4}","{""abv_preference"": 0.3, ""adventurousness"": 0.3, ""age_group"": ""40-49"", ""beer_style_affinity"": {""ipa"": 0.4, ""lager"": 0.7, ""sour"": 0.0, ""stout"": 0.2, ""wheat"": 0.1}, ""bitterness_tolerance"": 0.4, ""gender"": ""male"", ""income_bracket"": ""100-150k"", ""price_sensitivity"": 0.2, ""region"": ""Northeast"", ""sweetness_preference"": 0.1}",p0008,self_selection,"Introducing Golden Horizon Pilsner, a crisp and refreshing beer crafted for everyday enjoyment. This classic Pilsner boasts a light golden color and a clean, bright flavor profile. Expect subtle citrus notes from carefully selected hops, balanced by a gentle bitterness and a dry finish. With an ABV of 4.8% and 35 IBUs, it's easy-drinking and incredibly satisfying. Brewed with simple, quality ingredients and priced at $9 for a 6-pack, Golden Horizon Pilsner is the perfect choice for a sunny afternoon or a casual gathering.","{""abv"": 4.8, ""color_srm"": 3, ""flavor_profile"": {""acidity"": 0.3, ""aroma_intensity"": 0.6, ""bitterness"": 0.4, ""body"": 0.2, ""sweetness"": 0.1}, ""ibu"": 35, ""ingredients"": {""barrel_aged"": false, ""citrus_hops"": true, ""fruit_added"": false, ""lactose"": false, ""roasted_malt"": false}, ""price_usd_6pack"": 9, ""style"": ""Pilsner""}",prod_0001,0.1.0,,ee782fb85e4fc5e1bfb18aa6816faaa6,0,"{""rationale"": ""This sounds exactly like what I enjoy. A crisp lager (Pilsner) with subtle citrus notes and a dry finish is right up my alley. The moderate bitterness (35 IBUs) is perfect, and the ABV is reasonable. The price is also very appealing. I'd definitely buy this.""}"
,60b1704718565b56212ddde15f0c0866,evaluation,"{""bitterness"": 2, ""purchase_intent"": ""no"", ""rating"": 2}","{""abv_preference"": 0.3, ""adventurousness"": 0.3, ""age_group"": ""40-49"", ""beer_style_affinity"": {""ipa"": 0.4, ""lager"": 0.7, ""sour"": 0.0, ""stout"": 0.2, ""wheat"": 0.1}, ""bitterness_tolerance"": 0.4, ""gender"": ""male"", ""income_bracket"": ""100-150k"", ""price_sensitivity"": 0.2, ""region"": ""Northeast"", ""sweetness_preference"": 0.1}",p0008,self_selection,"Emberglow Porter is a rich and full-bodied dark beer, perfect for savoring. This Porter boasts a deep, dark color and a complex flavor profile with notes of roasted malt and a subtle sweetness. Aged in oak barrels, it offers a smooth, mellow character with a balanced bitterness. Expect a medium-full body and a pleasant aroma. With an ABV of 6.0% and 28 IBUs, it's a satisfying choice for those who appreciate a robust and flavorful beer. A six-pack is priced at $12.","{""abv"": 6.0, ""color_srm"": 25, ""flavor_profile"": {""acidity"": 0.2, ""aroma_intensity"": 0.65, ""bitterness"": 0.25, ""body"": 0.7, ""sweetness"": 0.5}, ""ibu"": 28, ""ingredients"": {""barrel_aged"": true, ""citrus_hops"": false, ""fruit_added"": false, ""lactose"": false, ""roasted_malt"": true}, ""price_usd_6pack"": 12, ""style"": ""Porter""}",prod_0005,0.1.0,,ee782fb85e4fc5e1bfb18aa6816faaa6,0,"{""rationale"": ""As a lager drinker who generally avoids stouts and sours, a Porter isn't really in my wheelhouse. The description mentions 'subtle sweetness' and 'roasted malt,' which doesn't sound appealing given my preference for drier beers. While the bitterness level seems moderate, the style itself isn't something I'd typically choose. The oak aging might be interesting, but it's not enough to overcome my general aversion to darker, sweeter beers.""}"
"[""prod_0001"", ""prod_0002"", ""prod_0003"", ""prod_0004"", ""prod_0005""]",8ffcc312e71d37bf734cbe18febbfc82,selection,,,p0009,self_selection,,,,0.1.0,"[""prod_0001"", ""prod_0002"", ""prod_0004"", ""prod_0005""]",,0,"{""dropped_product_ids"": [""prod_0005""], ""executed_product_ids"": [""prod_0001"", ""prod_0002"", ""prod_0004""], ""notes"": ""Prioritizing Pilsner, Stout, Wheat Ale, and Porter based on preferences for lagers and stouts, with a consideration for a balanced profile and reasonable price.""}"
,800cd4852b210f04692d40a760391cbf,evaluation,"{""bitterness"": 2, ""purchase_intent"": ""yes"", ""rating"": 4}","{""abv_preference"": 0.1, ""adventurousness"": 0.4, ""age_group"": ""50-64"", ""beer_style_affinity"": {""ipa"": 0.2, ""lager"": 0.5, ""sour"": 0.0, ""stout"": 0.7, ""wheat"": 0.2}, ""bitterness_tolerance"": 0.3, ""gender"": ""prefer_not_say"", ""income_bracket"": ""60-100k"", ""price_sensitivity"": 0.5, ""region"": ""South"", ""sweetness_preference"": 0.5}",p0009,self_selection,"Introducing Golden Horizon Pilsner, a crisp and refreshing beer crafted for everyday enjoyment. This classic Pilsner boasts a light golden color and a clean, bright flavor profile. Expect subtle citrus notes from carefully selected hops, balanced by a gentle bitterness and a dry finish. With an ABV of 4.8% and 35 IBUs, it's easy-drinking and incredibly satisfying. Brewed with simple, quality ingredients and priced at $9 for a 6-pack, Golden Horizon Pilsner is the perfect choice for a sunny afternoon or a casual gathering.","{""abv"": 4.8, ""color_srm"": 3, ""flavor_profile"": {""acidity"": 0.3, ""aroma_intensity"": 0.6, ""bitterness"": 0.4, ""body"": 0.2, ""sweetness"": 0.1}, ""ibu"": 35, ""ingredients"": {""barrel_aged"": false, ""citrus_hops"": true, ""fruit_added"": false, ""lactose"": false, ""roasted_malt"": false}, ""price_usd_6pack"": 9, ""style"": ""Pilsner""}",prod_0001,0.1.0,,8ffcc312e71d37bf734cbe18febbfc82,0,"{""rationale"": ""This sounds like a beer I'd enjoy. A Pilsner is a solid choice, and the description of subtle citrus and a dry finish appeals to my preference for straightforward, balanced flavors. The ABV is reasonable, and the price is quite agreeable. The bitterness level seems manageable, and the overall profile doesn't suggest anything overly adventurous or sweet. I'd certainly give it a try.""}"
,9a8e023e2c17cdf9c1cafe97158a8a21,evaluation,"{""bitterness"": 2, ""purchase_intent"": ""maybe"", ""rating"": 4}","{""abv_preference"": 0.1, ""adventurousness"": 0.4, ""age_group"": ""50-64"", ""beer_style_affinity"": {""ipa"": 0.2, ""lager"": 0.5, ""sour"": 0.0, ""stout"": 0.7, ""wheat"": 0.2}, ""bitterness_tolerance"": 0.3, ""gender"": ""prefer_not_say"", ""income_bracket"": ""60-100k"", ""price_sensitivity"": 0.5, ""region"": ""South"", ""sweetness_preference"": 0.5}",p0009,self_selection,"Introducing Midnight Bloom Stout, a rich and decadent dark beer perfect for savoring. This full-bodied Stout boasts a deep, dark color and an ABV of 7.5%. Expect a complex flavor profile with notes of roasted malt complemented by a subtle sweetness and creamy mouthfeel thanks to the addition of lactose. With a moderate bitterness and a pleasant aroma, Midnight Bloom offers a balanced and satisfying experience. It’s a robust choice for those who appreciate a full-flavored, indulgent beer. A six-pack is priced at $15.","{""abv"": 7.5, ""color_srm"": 32, ""flavor_profile"": {""acidity"": 0.1, ""aroma_intensity"": 0.7, ""bitterness"": 0.2, ""body"": 0.8, ""sweetness"": 0.6}, ""ibu"": 45, ""ingredients"": {""barrel_aged"": false, ""citrus_hops"": false, ""fruit_added"": false, ""lactose"": true, ""roasted_malt"": true}, ""price_usd_6pack"": 15, ""style"": ""Stout""}",prod_0002,0.1.0,,8ffcc312e71d37bf734cbe18febbfc82,0,"{""rationale"": ""The description aligns well with my preferences for stouts – a full-bodied, balanced profile with a touch of sweetness is appealing. The lactose addition sounds pleasant, contributing to a creamy mouthfeel. The ABV is a bit higher than I typically choose, but not excessively so. The bitterness level seems manageable. I'd be inclined to try it, but the price point is a little higher than I usually spend on a six-pack, so it's a 'maybe' for purchase.""}"
,cfbbad6adf6d333ef01aedf4c5b4c0bc,evaluation,"{""bitterness"": 1, ""purchase_intent"": ""maybe"", ""rating"": 3}","{""abv_preference"": 0.1, ""adventurousness"": 0.4, ""age_group"": ""50-64"", ""beer_style_affinity"": {""ipa"": 0.2, ""lager"": 0.5, ""sour"": 0.0, ""stout"": 0.7, ""wheat"": 0.2}, ""bitterness_tolerance"": 0.3, ""gender"": ""prefer_not_say"", ""income_bracket"": ""60-100k"", ""price_sensitivity"": 0.5, ""region"": ""South"", ""sweetness_preference"": 0.5}",p0009,self_selection,"Introducing Sunstone Wheat Ale, a refreshing and easy-drinking beer perfect for any occasion. This Wheat style ale boasts a light golden color and a subtle malt sweetness balanced by a bright citrus hop aroma. With a moderate bitterness and a clean finish, Sunstone offers a crisp and approachable flavor profile. At 5.5% ABV and 20 IBUs, it’s a wonderfully balanced brew. Enjoy a six-pack for just $8 and experience the sunshine in every sip!","{""abv"": 5.5, ""color_srm"": 4, ""flavor_profile"": {""acidity"": 0.5, ""aroma_intensity"": 0.8, ""bitterness"": 0.3, ""body"": 0.4, ""sweetness"": 0.2}, ""ibu"": 20, ""ingredients"": {""barrel_aged"": false, ""citrus_hops"": true, ""fruit_added"": false, ""lactose"": false, ""roasted_malt"": false}, ""price_usd_6pack"": 8, ""style"": ""Wheat""}",prod_0004,0.1.0,,8ffcc312e71d37bf734cbe18febbfc82,0,"{""rationale"": ""The description sounds agreeable – a light, refreshing ale with a touch of sweetness is appealing. The citrus hop aroma is a pleasant addition. The ABV is reasonable, and the IBU is low, which aligns with my preference for smoother beers. While I generally prefer lagers or stouts, I'm open to trying a wheat ale. The price is quite reasonable, so it's not out of the question. However, I'm not entirely convinced it will become a regular choice.""}"
"[""prod_0001"", ""prod_0002"", ""prod_0003"", ""prod_0004"", ""prod_0005""]",5d49bee46c3b912894ab1ff0de5e1bee,selection,,,p0010,self_selection,,,,0.1.0,"[""prod_0001"", ""prod_0004""]",,0,"{""executed_product_ids"": [""prod_0001"", ""prod_0004""], ""notes"": ""Golden Horizon Pilsner seems like a good fit based on the description. Sunstone Wheat Ale is also promising and cheaper than the Pilsner.""}"
,675f9492645855508796a4c7e2720cd0,evaluation,"{""bitterness"": 3, ""purchase_intent"": ""maybe"", ""rating"": 2}","{""abv_preference"": 0.0, ""adventurousness"": 0.1, ""age_group"": ""65+"", ""beer_style_affinity"": {""ipa"": 0.0, ""lager"": 0.8, ""sour"": 0.0, ""stout"": 0.4, ""wheat"": 0.4}, ""bitterness_tolerance"": 0.0, ""gender"": ""male"", ""income_bracket"": ""30-60k"", ""price_sensitivity"": 0.9, ""region"": ""West"", ""sweetness_preference"": 0.7}",p0010,self_selection,"Introducing Golden Horizon Pilsner, a crisp and refreshing beer crafted for everyday enjoyment. This classic Pilsner boasts a light golden color and a clean, bright flavor profile. Expect subtle citrus notes from carefully selected hops, balanced by a gentle bitterness and a dry finish. With an ABV of 4.8% and 35 IBUs, it's easy-drinking and incredibly satisfying. Brewed with simple, quality ingredients and priced at $9 for a 6-pack, Golden Horizon Pilsner is the perfect choice for a sunny afternoon or a casual gathering.","{""abv"": 4.8, ""color_srm"": 3, ""flavor_profile"": {""acidity"": 0.3, ""aroma_intensity"": 0.6, ""bitterness"": 0.4, ""body"": 0.2, ""sweetness"": 0.1}, ""ibu"": 35, ""ingredients"": {""barrel_aged"": false, ""citrus_hops"": true, ""fruit_added"": false, ""lactose"": false, ""roasted_malt"": false}, ""price_usd_6pack"": 9, ""style"": ""Pilsner""}",prod_0001,0.1.0,,5d49bee46c3b912894ab1ff0de5e1bee,0,"{""rationale"": ""While I appreciate a classic lager, the description mentions 'gentle bitterness' and 'citrus notes.' I'm not a fan of bitterness at all, and citrus isn't necessarily appealing. The price is reasonable, so I might be tempted to try it once, but it's not something I'd likely buy regularly. The sweetness level seems quite low based on the flavor profile, which is a concern.""}"
,60a3dbd7917091f4b87f5ca4b65e5183,evaluation,"{""bitterness"": 3, ""purchase_intent"": ""maybe"", ""rating"": 2}","{""abv_preference"": 0.0, ""adventurousness"": 0.1, ""age_group"": ""65+"", ""beer_style_affinity"": {""ipa"": 0.0, ""lager"": 0.8, ""sour"": 0.0, ""stout"": 0.4, ""wheat"": 0.4}, ""bitterness_tolerance"": 0.0, ""gender"": ""male"", ""income_bracket"": ""30-60k"", ""price_sensitivity"": 0.9, ""region"": ""West"", ""sweetness_preference"": 0.7}",p0010,self_selection,"Introducing Sunstone Wheat Ale, a refreshing and easy-drinking beer perfect for any occasion. This Wheat style ale boasts a light golden color and a subtle malt sweetness balanced by a bright citrus hop aroma. With a moderate bitterness and a clean finish, Sunstone offers a crisp and approachable flavor profile. At 5.5% ABV and 20 IBUs, it’s a wonderfully balanced brew. Enjoy a six-pack for just $8 and experience the sunshine in every sip!","{""abv"": 5.5, ""color_srm"": 4, ""flavor_profile"": {""acidity"": 0.5, ""aroma_intensity"": 0.8, ""bitterness"": 0.3, ""body"": 0.4, ""sweetness"": 0.2}, ""ibu"": 20, ""ingredients"": {""barrel_aged"": false, ""citrus_hops"": true, ""fruit_added"": false, ""lactose"": false, ""roasted_malt"": false}, ""price_usd_6pack"": 8, ""style"": ""Wheat""}",prod_0004,0.1.0,,5d49bee46c3b912894ab1ff0de5e1bee,0,"{""rationale"": ""While I appreciate a wheat beer occasionally, this one sounds a bit too citrusy and the description mentions 'moderate bitterness.' I prefer a smooth, sweet lager, and this doesn't quite fit that profile. The price is reasonable, so I might try it once out of curiosity, but it's unlikely to become a regular choice.""}"
